,DH,DZDM,Cu,Zn,Ni,Pb,Ag,Co,Mo,W,As,Sb,Bi,Hg,Au,Sn,Sum,Geo_object
16360,0689a2,12,3.8,32.9,7.4,24.6,0.079,3.5,0.38,1.28,2.2,0.09,0.48,0.0088,0.0014,7.1,92.61,IE1
16361,0689a3,12,5.5,13.8,7.7,22.4,0.062,3.8,0.34,0.36,1.2,0.1,0.06,0.0057,0.0017,1.9,62.92,IE1
16362,0689b1,12,5.7,19.1,4.2,16.1,0.059,4.3,0.38,0.37,1.4,0.08,0.11,0.0053,0.0015,1.9,59,IE1
16363,0689b2,12,5.6,28.7,9.2,24.2,0.1,5.9,0.37,1.24,3,0.15,0.4,0.0091,0.0014,5.6,93.56,IE1
16364,0689b3,12,10.1,59,15,16.6,0.059,9,0.39,0.74,2.6,0.15,0.11,0.0104,0.0013,2.1,126.3,IE1
16365,0689c1,12,8.4,20.7,10.8,18.9,0.069,6.2,0.36,0.49,2.2,0.14,0.09,0.0084,0.0017,2,78.75,IE1
16366,0689d1,12,3.2,22.5,9.1,28.5,0.097,4.6,0.35,1,0.51,0.07,0.44,0.0058,0.0014,4.9,81.07,IE1
16367,0689d2,12,3.1,18.3,4.8,20.9,0.059,5.7,0.36,0.33,0.94,0.11,0.06,0.0059,0.0016,1.7,62.26,IE1
16368,0690a1,12,3.7,28.3,4.2,9.5,0.073,6.4,0.41,0.61,1.6,0.08,0.07,0.0075,0.0013,2,64.44,IE1
16369,0690a2,12,4.8,25.2,4.7,13.9,0.068,5.2,0.36,0.84,1.8,0.08,0.1,0.0045,0.0011,1.7,63.25,IE1
16370,0690b2,12,8.1,54.4,12.3,11,0.074,6,0.63,0.45,4.5,0.19,0.12,0.01,0.0015,1.9,109.7,IE1
16371,0690b3,12,5.9,40.5,9.1,11.5,0.056,5.1,0.58,0.35,2,0.11,0.08,0.0102,0.0017,1.9,87.38,IE1
16372,0701a1,12,6.2,34.3,8.6,21.1,0.065,3,0.38,0.48,3.9,0.16,0.04,0.0248,0.001,1.9,104.9,IE1
16373,0701a2,12,3.7,11.8,4.1,32.9,0.045,2.6,0.38,0.4,1.8,0.15,0.07,0.0088,0.0012,1.7,68.45,IE1
16374,0701b1,12,4.8,13.5,6.4,37.3,0.037,2.6,0.38,0.48,1.6,0.08,0.8,0.0061,0.0012,2.5,76.58,IE1
16375,0701b2,12,5.9,117.8,20.4,62.5,0.073,3,0.68,0.72,7,0.15,0.68,0.0208,0.0013,12.4,252.1,IE1
16376,0701d1,12,6.6,23.5,5.8,34.1,0.049,2.4,0.38,0.48,1,0.1,0.5,0.0074,0.0012,1.4,83.71,IE1
16377,0702a1,12,4.5,14.3,7.8,27.5,0.032,3.2,0.38,0.4,0.8,0.07,0.05,0.0059,0.0014,1.2,66.13,IE1
16378,0702a2,12,3.5,12.5,8.7,43.5,0.043,5,0.38,0.4,0.8,0.07,0.05,0.0074,0.0012,1.6,83.94,IE1
16379,0702b1,12,4.2,14.6,7.3,30.7,0.056,2.9,0.38,0.56,1,0.08,0.92,0.0056,0.0012,2,70.3,IE1
16380,0702b2,12,5.3,20.4,4.1,27.2,0.052,2.8,0.4,0.4,1.8,0.1,0.51,0.0103,0.0013,2,75.36,IE1
16381,0702c1,12,5.7,22.6,2.1,17.3,0.051,3,0.38,0.4,1.2,0.08,0.04,0.0137,0.0015,1.7,68.25,IE1
16382,0702d1,12,6.2,23.8,3.1,22.5,0.056,2.6,0.38,0.4,1.8,0.1,0.34,0.0087,0.0011,1.6,71.58,IE1
16383,0702d2,12,6.9,24,3.3,24.9,0.057,3.3,0.38,0.4,2.3,0.1,0.1,0.0104,0.0013,1.5,77.64,IE1
16384,0703a1,12,15.3,45.8,24.2,18.3,0.064,13,0.64,1.08,10.7,0.53,0.19,0.0136,0.0012,2.6,146,IE1
16385,0703a2,12,10.8,20.7,12,26.5,0.064,5.8,0.32,0.4,3,0.13,0.04,0.0065,0.0011,2,88.26,IE1
16386,0703b1,12,3.7,14.2,5,27.7,0.065,4.4,0.32,0.4,1.4,0.13,0.03,0.0054,0.0011,1.9,64.65,IE1
16387,0703c1,12,13.5,60.4,13.1,17.9,0.072,10.3,0.32,0.64,2.6,0.37,0.17,0.0072,0.0011,3.6,130.2,IE1
16388,0703c2,12,5.3,19.9,8.9,23.5,0.102,4.1,0.32,0.4,1.8,0.14,0.07,0.0055,0.001,1.9,71.93,IE1
16389,0703d1,12,6.9,26.6,6.1,16.5,0.056,5.2,0.32,0.4,1.8,0.11,0.07,0.005,0.0011,2.8,71.86,IE1
16390,0703d2,12,6.6,26.3,5.9,17.2,0.054,4.8,0.32,0.4,1.8,0.13,0.07,0.0068,0.0011,2.3,72.68,IE1
16391,0703d3,12,5.5,20.4,7.2,20.8,0.061,6,0.32,0.4,1.8,0.12,0.08,0.0046,0.0014,2,69.28,IE1
16392,0704a1,12,24.5,109.8,54.6,19.7,0.091,19.9,0.32,1.04,3.7,0.4,0.2,0.007,0.001,2.2,243.5,IE1
16393,0704a2,12,6.1,24.6,6.8,19.2,0.054,5.9,0.32,0.4,1.7,0.13,0.04,0.0055,0.0011,1.8,72.55,IE1
16394,0704b1,12,5.1,41.8,12.7,13.4,0.051,4.8,0.36,0.4,1.5,0.11,0.07,0.006,0.0011,2.3,88.59,IE1
16395,0704b2,12,4.1,59,18.6,19.2,0.068,15.3,0.32,0.48,2.5,0.17,0.09,0.0061,0.0011,1.9,127.8,IE1
16396,0704b3,12,4.7,20.5,6.5,19.8,0.055,3.5,0.32,0.4,1.9,0.12,0.05,0.0055,0.0015,1.9,65.25,IE1
16397,0704c1,12,5.1,18.9,8.7,16.5,0.052,3,0.32,0.48,2,0.14,0.23,0.0052,0.0011,1.9,62.52,IE1
16398,0704c2,12,15.9,93.1,26.4,31.9,0.093,8.2,0.32,1.6,4,0.44,0.17,0.0073,0.0014,3.5,192.9,IE1
16399,0704d1,12,6.1,21.8,4.6,23.7,0.063,3.4,0.36,0.96,1.9,0.18,0.18,0.0059,0.0013,1.9,71.04,IE1
16400,0705a1,12,4.9,17.5,4.3,17.9,0.065,4.8,0.32,0.4,0.9,0.07,0.04,0.0041,0.0009,1.9,57.2,IE1
16401,0705a2,12,4.6,18.2,5.2,16.5,0.057,6.3,0.32,0.4,2,0.16,0.09,0.004,0.0008,2.2,60.03,IE1
16402,0705a3,12,5.2,19.3,5.8,21.3,0.059,7.5,0.36,0.4,1.4,0.11,0.04,0.0045,0.0008,1.8,67.77,IE1
16403,0705b2,12,3.4,23.5,6.8,17,0.056,5.3,0.32,0.4,1.4,0.07,0.06,0.0044,0.0008,1.9,64.61,IE1
16404,0715b1,12,5.8,20.4,3.9,24,0.052,3.1,0.38,0.4,1.1,0.05,0.24,0.0044,0.001,1.6,65.42,IE1
15964,0786a1,9,8,18.1,7,25.9,0.046,5.8,0.36,0.34,2,0.14,0.11,0.0121,0.0015,2.7,82.6,ICW
15965,0786a2,9,3.9,25.9,2.7,18.6,0.038,3.3,0.52,0.34,3.5,0.14,0.16,0.0086,0.0011,2.1,69.8,ICW
15966,0786b1,9,2.3,23.8,2.4,19.7,0.041,3.1,0.4,0.36,3.1,0.15,0.09,0.0107,0.001,2.3,68.44,ICW
15967,0787a1,9,2.6,26.3,2.3,26,0.042,4.1,0.36,0.34,1.4,0.05,0.07,0.0078,0.0012,2.3,73.66,ICW
15968,0787a2,9,23.1,112.6,47.3,11.6,0.056,17.6,0.96,1.36,6,0.2,0.1,0.0144,0.0009,2.3,237.6,ICW
15969,1391a1,9,4.5,18.7,12.3,19.2,0.042,3.4,0.4,0.35,2.9,0.17,0.05,0.0042,0.0014,2.1,68.31,ICW
15970,1391b1,9,5.2,23.7,8.5,15.5,0.041,3.1,0.42,0.54,3,0.29,0.11,0.0062,0.0011,2.2,68.8,ICW
15971,0757c1,12,9.3,26.6,5.7,20.9,0.051,8.3,0.48,0.48,5.1,0.18,0.6,0.005,0.002,1.9,84.59,ICW
15972,0757d1,12,4.8,23.4,3.1,19.4,0.052,5,0.4,0.48,2.6,0.09,0.21,0.0057,0.0012,1.6,66.83,ICW
15973,0758a3,12,7.1,18.3,2.8,14.1,0.045,3.9,0.52,0.32,1.6,0.09,0.07,0.0056,0.0022,2,56.45,ICW
15974,0758b1,12,4.5,22,3.8,15.1,0.042,3.7,0.76,0.34,2,0.08,0.18,0.0075,0.0008,1.7,61.7,ICW
15975,0758c1,12,5.2,22.8,4.6,16.5,0.035,8.4,0.44,0.34,2.9,0.14,0.14,0.0084,0.0008,1.5,71.4,ICW
15976,0758d1,12,6.4,38.7,5.3,18.1,0.049,5.3,0.68,0.32,3.9,0.13,0.15,0.0105,0.0009,1.7,91.23,ICW
15977,0759a1,12,6.1,22.7,5.9,15.5,0.068,5.9,0.52,0.64,4.2,0.21,0.08,0.0073,0.0008,1.8,70.92,ICW
15978,0759a2,12,7,29.5,6.6,20.5,0.059,6,0.52,0.48,2.3,0.1,0.05,0.0053,0.0011,3.2,81.61,ICW
15979,0759c1,12,4.3,21.2,9,15.7,0.054,5.1,0.36,0.48,2.1,0.08,0.47,0.0064,0.0009,1.5,66.74,ICW
15980,0759c2,12,4.4,19.5,7.7,19,0.062,8.3,0.4,0.48,5.4,0.15,0.07,0.0058,0.0011,3.1,74.36,ICW
15981,0759d1,12,6.3,27.1,7.8,21.1,0.063,7.9,0.46,0.32,2,0.08,0.04,0.005,0.0009,2.9,81.06,ICW
15982,0760c1,12,6.6,24.4,7,19.3,0.046,6.3,0.4,0.64,2.5,0.12,0.06,0.0052,0.0007,2.2,74.77,ICW
15983,0760c2,12,21.7,64.4,20.4,13.8,0.068,21.3,0.46,0.8,3.9,0.19,0.06,0.007,0.0011,2.3,156.4,ICW
15984,0772b2,12,6,16.8,4.6,15.1,0.045,3.5,0.38,0.4,2.1,0.111,0.03,0.0042,0.0009,2.1,55.37,ICW
15985,0772d1,12,3.5,23.7,6.9,23.1,0.054,5.2,0.32,0.48,2.2,0.08,0.09,0.006,0.001,2.4,74.03,ICW
15986,0773a2,12,3.8,15.4,2.7,16.5,0.06,5.6,0.32,0.48,2.6,0.08,0.15,0.0068,0.0009,1.7,56.19,ICW
15987,0773a3,12,10.8,20.7,8.9,20.3,0.053,10.5,0.44,0.68,4.1,0.18,0.25,0.0071,0.0008,1.8,85.8,ICW
15988,0773b1,12,9.2,18,2.1,18.4,0.036,5,0.4,0.8,3.1,0.08,0.24,0.0097,0.0011,1.7,68.76,ICW
15989,0773b2,12,7.2,19.4,4.4,18.9,0.056,6.5,0.4,0.64,3.8,0.16,0.24,0.0096,0.0008,2.2,73.5,ICW
15990,0773c1,12,9,21.9,3.5,20.5,0.058,6.7,0.38,0.64,2.4,0.1,0.08,0.0112,0.0012,2.7,79.16,ICW
15991,0773d1,12,9.7,15.8,3.5,18.4,0.044,6.4,0.32,0.8,2.6,0.09,0.22,0.0114,0.0012,2,71.28,ICW
15992,0774a1,12,5.2,23.2,4.4,17.2,0.036,4.7,0.44,0.36,2.7,0.14,0.16,0.01,0.001,1.6,70.14,ICW
15993,0774b1,12,9.6,21.1,4.2,15.8,0.032,5.6,0.4,0.64,2.4,0.09,0.07,0.0079,0.0008,1.7,69.53,ICW
15994,0774c1,12,7.4,24.1,5.3,19.3,0.033,4.5,0.38,0.34,1.9,0.1,0.11,0.0073,0.001,1.6,72.36,ICW
15995,0774c2,12,6.5,19,5.7,22.5,0.038,5.1,0.68,0.48,3.6,0.15,0.1,0.01,0.0014,2.2,76.05,ICW
15996,0774d1,12,4.6,20.3,2.3,18.3,0.034,4.5,0.38,0.34,1.4,0.07,0.15,0.0093,0.0007,1.8,63.47,ICW
15997,0774d2,12,10.3,22.3,5.7,20.9,0.112,4.4,0.38,0.34,2.8,0.25,0.07,0.0116,0.0011,1.7,80.85,ICW
15998,0775a1,12,9.2,26.9,4.9,16.4,0.041,6.3,0.36,0.48,2.4,0.09,0.17,0.0059,0.0007,1.9,75.04,ICW
15999,0775b1,12,5.7,30.1,5.3,17.6,0.056,8,0.36,0.48,2.2,0.09,0.06,0.0052,0.0011,2.6,77.75,ICW
16000,0775b2,12,21.4,29.6,5.6,28.5,0.051,5.9,0.36,0.64,3.1,0.13,0.74,0.0057,0.0009,1.9,103.6,ICW
16001,0775c1,12,10.2,31.9,4,15.7,0.047,6.7,0.32,0.48,2.1,0.09,0.07,0.0053,0.001,1.5,78.41,ICW
16002,0775c2,12,13.4,33.3,9.9,17.4,0.062,9.7,0.4,0.64,2.8,0.13,0.08,0.0059,0.0011,2.9,96.61,ICW
16003,0775d1,12,13.8,35.1,8.7,17.9,0.053,7.5,0.42,0.8,3.1,0.18,0.11,0.0051,0.0009,2.3,95.06,ICW
16004,0776a1,12,16.8,50.7,23.2,12.9,0.036,17.7,0.4,0.96,2.9,0.13,0.06,0.0054,0.0008,2.5,133.7,ICW
16005,0776b1,12,4.9,20.3,7.9,19,0.052,5.9,0.32,0.48,1.5,0.08,0.05,0.0045,0.0011,2.6,67.58,ICW
16006,0776b2,12,6.3,27.3,10.6,20,0.042,5.5,0.4,0.48,1.7,0.09,0.06,0.0056,0.001,3.1,81.17,ICW
16007,0776c1,12,4.6,34.9,4.3,15.2,0.053,8.5,0.4,0.48,2.1,0.1,0.06,0.0052,0.0009,3,78.89,ICW
16008,0776c2,12,6.3,24.8,6.9,16.2,0.043,4.8,0.32,0.48,1.6,0.08,0.07,0.0045,0.0009,2.1,68.19,ICW
16009,0776d1,12,18,79.8,28.5,14.5,0.069,22.6,0.4,0.96,3.1,0.13,0.05,0.0076,0.0011,3.8,179.5,ICW
16010,0776d2,12,3.3,29.1,8.2,23.3,0.045,6.9,0.36,0.48,2.2,0.11,0.05,0.0074,0.0009,3.8,85.25,ICW
16011,0777c1,12,7.5,33,7.3,17.6,0.035,6.9,0.36,0.48,3.1,0.21,0.04,0.0059,0.0008,2.5,84.93,ICW
16012,0777c2,12,5,21.3,6.7,24,0.04,6.1,0.4,0.48,1.9,0.1,0.06,0.0049,0.0015,2.7,73.68,ICW
16013,0777d1,12,10.9,32.6,8.8,17.1,0.046,7.9,0.4,0.48,2.1,0.13,0.08,0.0046,0.0012,3.4,88.54,ICW
16014,0786c1,12,2.6,17.1,2.9,22.6,0.038,3.8,0.88,0.48,2,0.09,0.07,0.0088,0.0011,2.5,63.86,ICW
16015,0786d1,12,7.2,19,4.6,13.3,0.039,5,0.36,0.34,2.2,0.15,0.15,0.0097,0.0011,3.1,65.14,ICW
16016,0786d2,12,2.6,22.5,3.8,22.1,0.041,3.2,0.34,0.34,1.5,0.09,0.07,0.0074,0.0012,2.5,66.48,ICW
16017,0787b1,12,9.6,37.3,4.9,23.9,0.058,5.5,1.49,1.04,5.4,0.16,0.97,0.0065,0.001,2.9,99.72,ICW
16018,0787b2,12,18.6,96.1,28.4,20.7,0.091,21.7,1.97,2.4,7.2,0.21,0.27,0.0111,0.0024,3.6,212.3,ICW
16019,0787c1,12,3.4,26.4,4.2,27.5,0.055,7.2,0.41,0.4,2.1,0.07,0.95,0.0062,0.0016,4.9,83.79,ICW
16020,0787c2,12,7.5,55.3,5.6,21.4,0.06,8.1,0.42,0.58,3.1,0.14,0.2,0.0061,0.001,5.5,114,ICW
16021,0787d1,12,9.3,21.4,3.8,20.2,0.032,4.2,0.36,0.31,1.3,0.06,0.16,0.006,0.0011,3.1,70.22,ICW
16022,0788a1,12,2.7,25.1,9.7,17.3,0.043,3.3,0.4,0.64,2.3,0.15,0.11,0.0041,0.001,1.7,67.54,ICW
16023,0788a2,12,3.3,25.6,8.8,20.3,0.043,3.9,0.44,0.72,2.3,0.11,0.21,0.0051,0.001,2.5,73.32,ICW
16024,0788a3,12,6.7,35.7,7.6,21.3,0.045,3.8,0.56,0.8,2.5,0.14,0.15,0.0069,0.0008,1.7,87.9,ICW
16025,0788b1,12,5.3,36.4,8.1,12.4,0.046,3.5,0.4,0.48,2,0.14,0.17,0.005,0.0008,1.6,75.54,ICW
16026,0788b2,12,6,38.8,8.2,17.4,0.043,3.8,0.4,0.56,2.1,0.13,0.11,0.0041,0.001,1.9,83.54,ICW
16027,0788c1,12,4.7,23.1,7.6,19.2,0.056,3.9,0.4,1.04,3,0.11,0.21,0.0042,0.0009,1.7,69.22,ICW
16028,0788c2,12,2.8,23,6.2,17.3,0.042,2.8,0.44,0.8,2.6,0.14,0.66,0.0041,0.0012,1.8,62.68,ICW
16029,0788d1,12,3.1,23.7,7.1,15.7,0.056,3.9,0.4,0.8,1.8,0.14,0.3,0.0051,0.0008,2.3,64.4,ICW
16030,0789a1,12,7.1,41.5,10.5,17.8,0.041,4.2,0.44,0.64,2.4,0.18,0.12,0.0079,0.0009,3,95.82,ICW
16031,0789a2,12,4.8,24.4,8.9,18.5,0.052,4.8,0.4,0.64,1.8,0.13,0.56,0.0074,0.0012,2.8,75.18,ICW
16032,0789b1,12,10.8,55.3,17.9,21.8,0.052,9,0.48,0.8,3.2,0.18,0.16,0.0082,0.0009,6.8,134.7,ICW
16033,0789c1,12,3.8,36.1,10.1,22.9,0.042,5,0.56,0.8,3.5,0.16,0.11,0.0088,0.001,2.2,94.07,ICW
16034,0789c2,12,6.4,24.7,10.4,20.7,0.039,5,0.84,1.12,1.8,0.14,0.07,0.006,0.001,3,80.21,ICW
16035,0789d1,12,6,30,10.3,19.7,0.039,6,0.4,0.48,2.3,0.15,0.07,0.0066,0.001,3.3,85.34,ICW
16036,0789d2,12,4.4,24,9.5,20.1,0.039,4.1,0.4,0.64,2.3,0.18,0.09,0.0073,0.0008,2.6,75.65,ICW
16037,0790a1,12,9.8,41,8.7,20.8,0.112,7.9,0.46,0.64,4,0.25,0.17,0.0114,0.0015,3,108.2,ICW
16038,0790b1,12,9.4,34.5,9.1,17.3,0.076,8,0.4,0.56,2.3,0.16,0.15,0.0082,0.0012,3.5,93.65,ICW
16039,0790b2,12,10,43.7,13,22.6,0.14,8.3,0.42,0.64,4.4,0.24,0.24,0.0087,0.002,4.3,116.7,ICW
16040,0790c1,12,5.2,25,5.6,17.8,0.124,5.4,0.34,0.56,3.6,0.19,0.07,0.0137,0.0018,3,80.59,ICW
16041,0790c2,12,6.8,35.5,4.7,13.3,0.038,4.5,0.42,0.44,2.7,0.19,0.11,0.0067,0.002,3.1,78.5,ICW
16042,0790d1,12,5.7,25.2,2.6,18.1,0.048,3.7,0.42,0.56,2.7,0.17,0.17,0.0082,0.002,2.9,70.47,ICW
16043,0790d2,12,9.3,33,9,16.9,0.061,7.2,0.46,0.56,3.7,0.19,0.17,0.0063,0.0022,3.3,90.14,ICW
16044,0791a1,12,6.7,30.6,5.7,17.2,0.055,5.9,0.44,0.44,1.9,0.13,0.08,0.0068,0.0009,4.5,80.45,ICW
16045,0791b2,12,33.3,94.5,43.3,15.3,0.069,16.6,0.62,0.72,4.9,0.19,0.05,0.0174,0.0013,2.7,229.7,ICW
16046,0791c1,12,7.7,30,5.4,21.2,0.052,5.2,0.34,0.44,2.7,0.17,0.24,0.0093,0.0023,3.8,86.54,ICW
16047,0791c2,12,4.4,25.7,3.4,15.8,0.051,4.9,0.32,0.44,1.8,0.14,0.11,0.007,0.0009,3.1,67.16,ICW
16048,0791d1,12,5.2,24,7.9,21,0.06,5.7,0.42,0.48,2.2,0.14,0.09,0.0062,0.0012,3.3,76.69,ICW
16049,0791d2,12,7.5,29.9,5.9,21.3,0.065,6.5,0.36,0.56,2.5,0.15,0.17,0.0087,0.0016,3.9,87.51,ICW
16050,0792a1,12,20.8,61.7,30.9,8.5,0.047,12.6,0.8,12.3,3.4,0.16,0.06,0.0112,0.001,3.2,165.7,ICW
16051,0792b1,12,21.6,42,10.6,11.5,0.045,10.1,0.36,0.56,3.2,0.14,0.05,0.0087,0.0009,2.6,111.5,ICW
16052,0792c1,12,5.3,27.1,7.1,17.8,0.054,4.7,0.42,0.48,2.7,0.21,0.3,0.0078,0.001,3,76.96,ICW
16053,0792d1,12,10.8,47.9,15.5,18.8,0.062,13.5,1.24,0.56,3.3,0.19,0.13,0.0075,0.0008,4.3,123.8,ICW
16054,0792d2,12,10.9,26.3,13.7,15.8,0.056,8.1,0.32,0.56,2.3,0.15,0.44,0.0065,0.0009,3.1,88.23,ICW
16055,0793c2,12,4.9,25.2,12,20.5,0.077,8.3,0.6,0.8,2.6,0.16,0.23,0.0056,0.0009,5.9,86.87,ICW
16056,0793d1,12,6.4,38.3,5.7,16.4,0.031,7.2,0.44,2.08,2.7,0.11,0.3,0.0098,0.0011,6.2,95.66,ICW
16057,0793d3,12,1.8,25.8,4.1,21.8,0.039,7,0.52,0.62,2.9,0.16,0.24,0.0089,0.0011,4.2,78.08,ICW
16058,0800a1,12,5.8,48.4,32.5,17.2,0.042,6.4,0.44,1.76,3.4,0.17,0.04,0.0059,0.0014,3,125.1,ICW
16059,0800b1,12,4.4,22.7,11.4,17.3,0.061,3.4,0.4,0.44,1.9,0.25,0.1,0.004,0.0011,2.9,69.25,ICW
16060,0800b2,12,12.9,40.2,19.1,20.9,0.043,6.6,1,1.04,2.9,0.24,0.34,0.0065,0.0011,6.9,118.7,ICW
16061,0800b3,12,5,27.5,12.3,23.2,0.045,3.5,0.6,0.4,1.9,0.14,0.11,0.0047,0.0013,3.4,82.8,ICW
16062,0800d1,12,3.6,28,12.8,17.5,0.042,3.2,0.4,0.44,2,0.16,0.09,0.0045,0.001,4.1,76.83,ICW
16063,0800d2,12,6.4,24.6,5.5,18.3,0.039,5.4,0.4,0.8,2.1,0.13,0.25,0.0045,0.0013,3.2,71.62,ICW
16064,0801a1,12,3.7,22.7,12.4,24.7,0.042,3.8,0.4,0.8,1.3,0.11,0.07,0.0059,0.0009,3.6,79.52,ICW
16065,0801a2,12,2.4,17.6,13,18.4,0.063,3.6,0.38,0.64,1.9,0.15,0.05,0.0051,0.001,3.8,67.08,ICW
16066,0801b1,12,12.5,83.2,26.9,15.7,0.054,12.2,1.2,2.72,5.1,0.23,0.05,0.0121,0.001,3.1,175.1,ICW
16067,0801b2,12,3.7,24.5,9.4,21,0.042,4,0.4,0.64,1.7,0.11,0.03,0.0049,0.0013,2.4,72.82,ICW
16068,0801c1,12,5.7,17.5,11.6,20.6,0.043,3.4,0.38,0.48,1.3,0.14,0.11,0.0044,0.001,6.2,71.85,ICW
16069,0801d1,12,4.8,22.3,11.4,22.2,0.052,4.3,0.38,0.48,1.8,0.14,0.08,0.0054,0.001,4.2,77.53,ICW
16070,0801d2,12,3.6,23.1,10.3,23,0.045,6.5,0.38,0.4,2.3,0.14,0.06,0.0049,0.0011,3.3,78.03,ICW
16071,0801d3,12,3.4,21.1,10.4,21.6,0.071,4.9,0.38,0.4,1.9,0.13,0.04,0.0058,0.001,3.9,74.02,ICW
16072,0802a1,12,6.9,80,30.2,21.2,0.075,11.8,0.72,1.3,6.2,0.16,0.09,0.0124,0.001,4.2,175.2,ICW
16073,0802b1,12,4.1,28.5,9.9,17.3,0.056,5.7,0.38,0.4,2.4,0.11,0.11,0.0062,0.0009,2.4,77.56,ICW
16074,0802b2,12,2.5,30.7,12.3,23.3,0.046,5.3,0.4,0.4,2.4,0.14,0.16,0.0071,0.0009,2.5,87.25,ICW
16075,0802b3,12,3.5,19.3,9.7,24.3,0.035,3.9,0.4,0.64,2.6,0.15,0.14,0.0073,0.001,2.5,74.47,ICW
16076,0802c1,12,10.3,181.9,34.3,40.5,0.097,7.1,0.8,1.2,9.6,0.27,0.22,0.0116,0.0009,13.3,311.2,ICW
16077,0802c2,12,3,27.6,9.2,21,0.05,3.4,0.4,0.4,2.4,0.13,0.12,0.0084,0.001,2.4,78.5,ICW
16078,0802d1,12,1.8,32.6,12.1,20.6,0.042,4.9,0.4,0.48,3.1,0.15,0.08,0.0082,0.0012,2.8,87.25,ICW
16079,0802d2,12,3.8,28.4,15,19.7,0.038,3.8,0.4,0.4,2.3,0.15,0.1,0.0054,0.0016,2.3,81.79,ICW
16080,0803a1,12,4.9,27.8,11.1,20.5,0.053,4.6,0.44,0.48,2.7,0.16,0.46,0.0074,0.001,3.1,83.69,ICW
16081,0803a2,12,2.2,23.8,8.8,24.5,0.052,4.2,0.4,0.4,2.6,0.15,0.15,0.0084,0.0012,2.3,77.95,ICW
16082,0803b1,12,8.4,37.5,16.9,20.5,0.053,5.9,0.42,0.64,2.6,0.15,0.11,0.0052,0.0015,6.3,104.7,ICW
16083,0803c1,12,3.7,23.6,9.2,25.5,0.044,3.6,0.38,0.48,2.7,0.15,0.11,0.0058,0.001,2.1,77.36,ICW
16084,0803c2,12,2,18.7,10.9,23.4,0.055,4.3,0.38,0.48,2,0.13,0.12,0.0042,0.0008,2.6,69.27,ICW
16085,0803d1,12,2.6,26.6,16.5,25.2,0.051,8,0.44,0.56,2.8,0.14,0.21,0.0075,0.0009,3,93.6,ICW
16086,0803d2,12,2.9,22.6,20.3,20.5,0.036,5.2,0.4,0.64,2.5,0.18,0.48,0.0098,0.0015,1.9,87.44,ICW
16087,0803d3,12,2.1,28.8,9.3,11.4,0.041,2.6,0.44,0.72,2.2,0.14,0.51,0.0208,0.001,3,82.05,ICW
16088,0804a1,12,3.9,26.2,10.8,19.5,0.109,8,0.36,0.48,2.1,0.13,0.06,0.0047,0.001,4.1,80.44,ICW
16089,0804a2,12,4.7,22.2,9,22,0.051,12.6,0.36,0.48,2.1,0.14,0.19,0.0066,0.001,2.3,82.72,ICW
16090,0804b1,12,4.7,27.6,12.1,15.9,0.049,5.4,0.4,0.56,1.9,0.08,0.05,0.0048,0.001,3.3,76.84,ICW
16091,0804b2,12,4.3,27.1,11.1,15.6,0.058,6.6,0.36,0.6,2.5,0.24,0.15,0.0063,0.0013,3.6,78.51,ICW
16092,0804c1,12,3.1,30.8,9.9,16.8,0.04,4.8,0.4,0.48,1.6,0.14,0.04,0.0059,0.0011,3.2,77.2,ICW
16093,0804c2,12,2.2,18.3,9.5,19.8,0.057,5.2,0.36,0.48,1.5,0.13,0.03,0.005,0.0009,1.9,64.46,ICW
16094,0804d1,12,4.2,35.2,13.8,18.3,0.064,9.8,0.44,0.72,2.4,0.16,0.09,0.0075,0.0009,4.5,97.17,ICW
16095,0804d2,12,4.4,22.1,9.7,15.9,0.066,4.4,0.36,0.48,1.6,0.13,0.04,0.0065,0.0016,10.5,76.18,ICW
16096,0805a1,12,4.4,42.1,12.2,14.2,0.046,8,0.56,0.56,3.9,0.17,0.13,0.0075,0.0009,4.5,98.27,ICW
16097,0805a2,12,5.2,24.5,11.1,18.2,0.041,5.3,0.36,0.48,2.4,0.19,0.11,0.0072,0.0013,2.3,77.38,ICW
16098,0805b1,12,12.9,35.5,8,26.3,0.068,7.6,0.36,0.6,2.7,0.15,0.26,0.0069,0.001,4.2,105.5,ICW
16099,0805b2,12,6.1,42.3,22.6,20.9,0.068,8.9,0.6,0.6,2.2,0.15,0.22,0.0082,0.0009,5.9,118.7,ICW
16100,0805c1,12,4.7,28.9,12.3,18.3,0.046,5.6,0.44,0.48,1.7,0.13,0.18,0.0058,0.0011,3.2,81.78,ICW
16101,0805d1,12,4.8,36.6,13.8,13,0.041,4.3,0.56,0.48,2.9,0.11,0.11,0.0073,0.0012,2.7,86.7,ICW
16102,0805d2,12,6.4,39.9,13.3,17.7,0.065,6.6,0.44,0.48,2.5,0.6,0.18,0.0087,0.001,4.3,101.2,ICW
16103,0806a1,12,17.5,48.2,55.4,20.7,0.084,28.7,0.4,0.72,2.8,0.22,0.11,0.0061,0.0007,2.5,183.4,ICW
16104,0806a2,12,5.3,25.2,14.1,21.4,0.055,5.8,0.44,0.4,2.5,0.15,0.07,0.0076,0.0013,2.9,85.92,ICW
16105,0806b1,12,5.6,37.7,12.5,18.4,0.052,8,1.3,0.64,2.4,0.19,0.11,0.0063,0.0009,4.7,97.89,ICW
